Date,CNH,JPY,KRW,THB,USD
2018-11-02,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-05,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-06,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-07,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-08,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-09,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-12,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-13,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-14,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-15,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-16,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-19,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-20,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-21,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-22,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-23,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-26,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-27,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-28,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-29,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-11-30,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-12-03,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-12-04,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-12-05,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-12-06,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-12-07,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-12-10,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-12-11,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
2018-12-12,1.593136001,0.484199796,1.944332308,0.665631893,2.130110004
